Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder,Format
Tymna + Kraum,http://www.mtgtop8.com/event?e=27237&d=414357&f=EDH,Petr Stefan,15412,14739,34.95,297,EDH
Kraum + Tymna,http://www.mtgtop8.com/event?e=26559&d=405002&f=EDH,Petr Štefan,15382,13776,34.95,289,EDH
Zur,http://www.mtgtop8.com/event?e=26414&d=402057&f=EDH,Kelig Maze,14611,8908,34.95,290,EDH
Kraum + Tymna,http://www.mtgtop8.com/event?e=26572&d=405132&f=EDH,David Stepanek,15620,14124,34.95,322,EDH
Zur,http://www.mtgtop8.com/event?e=26489&d=403416&f=EDH,Kelig Maze,14611,8877,34.95,290,EDH
Zur The Enchanter,http://www.mtgtop8.com/event?e=27443&d=417965&f=EDH,Sylvain Zozaya (zohoz),15733,9229,34.95,264,EDH
Zur,http://www.mtgtop8.com/event?e=26382&d=401543&f=EDH,Kelig Maze,14611,8877,34.95,290,EDH
"Venser, Shaper Savant",http://www.mtgtop8.com/event?e=27174&d=413798&f=EDH,Fowcus,1433,1783,34.95,217,EDH
"Venser, Shaper Savant",http://www.mtgtop8.com/event?e=26596&d=405355&f=EDH,Fowcus,1433,1785,34.95,217,EDH
"Venser, Shaper Savant",http://www.mtgtop8.com/event?e=26522&d=403971&f=EDH,Mathys Grapotte,879,1206,34.95,214,EDH
Zur,http://www.mtgtop8.com/event?e=27089&d=412962&f=EDH,Damien 'eventwin' Jantzen,14607,8091,59.95,299,EDH
Shabraz & Brallin,http://www.mtgtop8.com/event?e=27244&d=414450&f=EDH,"Yixuan,bu",6784,7706,34.95,141,EDH
Venser,http://www.mtgtop8.com/event?e=26331&d=400713&f=EDH,Jules Lestienne,1433,1784,34.95,217,EDH
Akiri + Thrasios,http://www.mtgtop8.com/event?e=26677&d=406557&f=EDH,Samuel Z.,7822,13640,34.95,321,EDH
"Sisay, Weatherlight Captain",http://www.mtgtop8.com/event?e=26630&d=405775&f=EDH,"Jingting,wu",16631,20052,59.95,377,EDH
"Azusa, Lost But Seeking",http://www.mtgtop8.com/event?e=27170&d=413778&f=EDH,Idris Achouri,1309,1325,34.95,156,EDH
"Azusa, Lost But Seeking",http://www.mtgtop8.com/event?e=27210&d=414099&f=EDH,Yao Yao,1026,1100,34.95,129,EDH
Maelstrom Wanderer,http://www.mtgtop8.com/event?e=27402&d=417431&f=EDH,Miroslav Vana,1670,8548,34.95,230,EDH
Narset Enlightened Master,http://www.mtgtop8.com/event?e=27026&d=411775&f=EDH,Carlos Moreno,6742,8218,34.95,252,EDH
Thrasios + Kraum,http://www.mtgtop8.com/event?e=26647&d=405999&f=EDH,Jingyi Pan,1465,8083,59.95,418,EDH
Maelstrom Wanderer,http://www.mtgtop8.com/event?e=27237&d=414358&f=EDH,Miroslav Vana,1673,8551,34.95,230,EDH
"Daretti, Scrap Savant",http://www.mtgtop8.com/event?e=26727&d=407031&f=EDH,Shandra Ickowicz,401,855,34.95,161,EDH
"Narset, Enlightened Master",http://www.mtgtop8.com/event?e=26548&d=404904&f=EDH,Francisco Gomes,654,1063,34.95,219,EDH
"Daretti, Scrap Savant",http://www.mtgtop8.com/event?e=27170&d=413779&f=EDH,Shandra Ickowicz,353,845,34.95,114,EDH
"Narset, Enlightened Master",http://www.mtgtop8.com/event?e=27377&d=417122&f=EDH,Gardes Andre,6651,5166,34.95,143,EDH
"Golos, Tireless Pilgrim",http://www.mtgtop8.com/event?e=27145&d=413544&f=EDH,"Sébastien ""nox"" Trehard",10350,9413,34.95,272,EDH
"Golos, Tireless Pilgrim",http://www.mtgtop8.com/event?e=27090&d=412965&f=EDH,Danziir,16667,17343,59.95,321,EDH
Queen Marchesa,http://www.mtgtop8.com/event?e=26792&d=407920&f=EDH,Brice Di Stefano,1876,6840,34.95,174,EDH
Thrasios + Kraum,http://www.mtgtop8.com/event?e=27145&d=413542&f=EDH,"Yann ""nathramn"" Torillec",1742,8344,59.95,491,EDH
"Rielle,the Everwise",http://www.mtgtop8.com/event?e=26662&d=406408&f=EDH,Shen Junkai,3581,6096,34.95,305,EDH
Queen Marchesa,http://www.mtgtop8.com/event?e=27051&d=412616&f=EDH,Clément Jouanjean,1869,6013,34.95,191,EDH
"Sisay, Weatherlight Captain",http://www.mtgtop8.com/event?e=27299&d=416218&f=EDH,He Ying,16301,19648,59.95,344,EDH
"Kroxa, Titan Of Death's Hunger",http://www.mtgtop8.com/event?e=27020&d=411728&f=EDH,Markus S.,1202,2652,34.95,250,EDH
Kroxa,http://www.mtgtop8.com/event?e=27373&d=417095&f=EDH,Duoyan Li,1219,4101,34.95,244,EDH
Ojutai Tempo,http://www.mtgtop8.com/event?e=27373&d=417094&f=EDH,Renjie Cheng,6921,4392,34.95,172,EDH
"Yorion, Sky Nomad",http://www.mtgtop8.com/event?e=27170&d=413777&f=EDH,Julien Boulet,6709,3503,34.95,265,EDH
Grand Arbiter Augustin Iv,http://www.mtgtop8.com/event?e=26620&d=405678&f=EDH,Francisco Gomes,812,2093,34.95,218,EDH
"Chevill, Bane Of Monsters",http://www.mtgtop8.com/event?e=26793&d=407925&f=EDH,Ambroise Berthe,782,2036,34.95,159,EDH
"Sisay, Weatherlight Captain",http://www.mtgtop8.com/event?e=27121&d=413310&f=EDH,"D. ""spirit"" S.",16354,17863,34.95,289,EDH
"Sisay, Weatherlight Captain",http://www.mtgtop8.com/event?e=26979&d=411284&f=EDH,He Ying,16301,19641,59.95,346,EDH
"Arcades, The Strategist",http://www.mtgtop8.com/event?e=27019&d=411726&f=EDH,Thomas Marchand,6950,7033,34.95,249,EDH
"Sissay, Capitaine De L'aquion",http://www.mtgtop8.com/event?e=26864&d=409385&f=EDH,"Sylvain ""minou"" Pommarel",16513,21051,34.95,320,EDH
"Kroxa, Titan Of Death's Hunger",http://www.mtgtop8.com/event?e=26677&d=406556&f=EDH,Markus S.,1198,2651,34.95,239,EDH
Kroxa,http://www.mtgtop8.com/event?e=26382&d=401542&f=EDH,Cyril Hue,1175,3550,34.95,230,EDH
Kroxa,http://www.mtgtop8.com/event?e=26414&d=402056&f=EDH,Cyril Hue,1175,3512,34.95,230,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=27402&d=417432&f=EDH,Dominik Maly,15701,12588,34.95,246,EDH
Tymna + Trasios,http://www.mtgtop8.com/event?e=27089&d=412958&f=EDH,Jérémy Héral,15574,12705,59.95,417,EDH
"Sisay, Weatherlight Captain",http://www.mtgtop8.com/event?e=26620&d=405676&f=EDH,Vitor Siqueira,1070,2586,34.95,177,EDH
"Thrasios, Triton Hero + Tymna The Weave",http://www.mtgtop8.com/event?e=26793&d=407922&f=EDH,Jean Thomas Delsaux,16148,12994,34.95,263,EDH
"Momir-vig, Simic Visionary",http://www.mtgtop8.com/event?e=26434&d=402731&f=EDH,David De Araújo,240,586,9.95,40,EDH
Thrasios + Tymna,http://www.mtgtop8.com/event?e=26596&d=405356&f=EDH,Zoubrowska,16079,12985,34.95,277,EDH
Tymna Thrasios Omniscience,http://www.mtgtop8.com/event?e=26488&d=403415&f=EDH,Jsd,15655,12937,34.95,254,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=27377&d=417120&f=EDH,Loic Dgc,16171,13052,34.95,299,EDH
Kroxa,http://www.mtgtop8.com/event?e=26332&d=400729&f=EDH,Pyrrhus,1281,3664,34.95,232,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=26747&d=407387&f=EDH,Kilian Boulhaïs,15655,12563,59.95,374,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=26759&d=407511&f=EDH,Justo,16160,13169,34.95,311,EDH
Tymna + Thrasios Tempo,http://www.mtgtop8.com/event?e=27297&d=416204&f=EDH,"Guillaume ""mana"" Lacombe",15679,12682,59.95,423,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=26555&d=404944&f=EDH,"Guillaume ""mana"" Lacombe",15678,12684,59.95,420,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=26559&d=405005&f=EDH,Jan Jílek,15741,12812,34.95,271,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=26555&d=404946&f=EDH,Pierre Clavieras-mengin,16086,12777,34.95,288,EDH
"Kinnan, Bonder Prodigy",http://www.mtgtop8.com/event?e=26662&d=406409&f=EDH,Jiang Ling,1070,4304,34.95,222,EDH
Tymna + Thrasios,http://www.mtgtop8.com/event?e=26318&d=400574&f=EDH,Martin G.,15803,12866,34.95,249,EDH
"Kinnan, Bonder Prodigy",http://www.mtgtop8.com/event?e=27299&d=416219&f=EDH,Jiang Ling,1486,4729,34.95,299,EDH
Tymna Thrasios Omniscience,http://www.mtgtop8.com/event?e=26331&d=400715&f=EDH,Mathieu Briffaut,15845,12737,34.95,319,EDH
"Kinnan, Bonder Prodigy",http://www.mtgtop8.com/event?e=27177&d=413823&f=EDH,Jiri Patocka,1065,3981,34.95,215,EDH
Kinnan,http://www.mtgtop8.com/event?e=26632&d=405799&f=EDH,Kelig Maze,1278,4527,34.95,313,EDH
"Kinnan, Bonder Prodigy",http://www.mtgtop8.com/event?e=26598&d=405360&f=EDH,Darkfistor,1237,4453,59.95,352,EDH
"Kinnan, Topdeck Prodigy",http://www.mtgtop8.com/event?e=26864&d=409388&f=EDH,"Vincent ""fuel"" Charnet",1390,4527,34.95,224,EDH
Tymna Thrasios,http://www.mtgtop8.com/event?e=26258&d=399630&f=EDH,Martin Lamr,15817,12657,34.95,263,EDH
Tymna Thrasios Aluren,http://www.mtgtop8.com/event?e=26332&d=400718&f=EDH,Alexandre Glorian,15827,12679,34.95,249,EDH
Tymna Thrasios,http://www.mtgtop8.com/event?e=26258&d=399632&f=EDH,Vaclav Mysak,15795,12633,34.95,243,EDH
The Gitrog Monster,http://www.mtgtop8.com/event?e=27255&d=414565&f=EDH,Gregoire Payan,1725,3442,34.95,182,EDH
"Heliod, Souverain Du Soleil",http://www.mtgtop8.com/event?e=27356&d=416947&f=EDH,Nicolas Rabillard,319,490,9.95,68,EDH
Kinnan,http://www.mtgtop8.com/event?e=26331&d=400712&f=EDH,Sylvain Poirée,1537,4813,34.95,212,EDH
"Heliod, Sun-crowned",http://www.mtgtop8.com/event?e=26434&d=402729&f=EDH,Victor Burghi,468,628,34.95,109,EDH
"Iname, Death Aspect",http://www.mtgtop8.com/event?e=27121&d=413305&f=EDH,Moncana,1101,3133,34.95,137,EDH
Gitrog Dc,http://www.mtgtop8.com/event?e=27051&d=412622&f=EDH,Alban Genest,1733,3453,34.95,188,EDH
The Gitrog Monster,http://www.mtgtop8.com/event?e=27255&d=414566&f=EDH,Jean-baptiste Munoz,4381,5242,34.95,172,EDH
Mayael The Anima,http://www.mtgtop8.com/event?e=26554&d=404941&f=EDH,Guillemot Cédric,2301,5691,34.95,153,EDH
Anje Falkenrath,http://www.mtgtop8.com/event?e=26548&d=404907&f=EDH,Felipe Santos,1178,4039,34.95,127,EDH
Anje Reanimator,http://www.mtgtop8.com/event?e=27051&d=412617&f=EDH,Jonathan Goumain,231,1117,9.95,61,EDH
Anje Falkenrath,http://www.mtgtop8.com/event?e=26434&d=402728&f=EDH,Felipe Santos,1178,4080,34.95,127,EDH
Animar,http://www.mtgtop8.com/event?e=26332&d=400717&f=EDH,Pierre-henri François,1721,8490,34.95,206,EDH
Kenrith The King,http://www.mtgtop8.com/event?e=27089&d=412960&f=EDH,Lucas Blanfune,16476,19246,59.95,349,EDH
