Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder
Death's Shadow,http://www.mtgtop8.com/event?e=27242&d=414425&f=MO,eneges,879,1171,34.95,193
Death’s Shadow,http://www.mtgtop8.com/event?e=27118&d=413299&f=MO,Nicolas Roure,655,839,34.95,235
Death's Shadow,http://www.mtgtop8.com/event?e=26965&d=411103&f=MO,Pennywisse,747,951,34.95,212
Humans,http://www.mtgtop8.com/event?e=27410&d=417524&f=MO,oshea,744,789,34.95,299
Humans,http://www.mtgtop8.com/event?e=27352&d=416891&f=MO,Alemani Mauro,833,825,34.95,341
Grixis Shadow,http://www.mtgtop8.com/event?e=27404&d=417454&f=MO,Alexander Müller,771,1032,34.95,244
Humans,http://www.mtgtop8.com/event?e=27410&d=417528&f=MO,Xwhale,876,867,34.95,354
Humans,http://www.mtgtop8.com/event?e=27330&d=416578&f=MO,kanister,740,789,34.95,297
Death's Shadow,http://www.mtgtop8.com/event?e=27410&d=417521&f=MO,slow_brz,633,729,34.95,220
Death's Shadow,http://www.mtgtop8.com/event?e=26966&d=411119&f=MO,Phill_Hellmuth,760,983,34.95,244
Death's Shadow,http://www.mtgtop8.com/event?e=26931&d=410189&f=MO,Oono Seita,891,1015,34.95,257
Death's Shadow,http://www.mtgtop8.com/event?e=27233&d=414320&f=MO,Darkiundsa,752,883,34.95,222
Death's Shadow,http://www.mtgtop8.com/event?e=27198&d=414005&f=MO,Eric Choo,761,973,34.95,220
Death's Shadow,http://www.mtgtop8.com/event?e=26840&d=409094&f=MO,_Batutinha_,934,1058,59.95,334
Humans,http://www.mtgtop8.com/event?e=27012&d=411662&f=MO,chicers,833,909,34.95,312
Humans,http://www.mtgtop8.com/event?e=27204&d=414042&f=MO,Nakano Yuusuke,831,821,34.95,348
Humans,http://www.mtgtop8.com/event?e=27309&d=416312&f=MO,Inada Keisuke,694,763,34.95,273
Humans,http://www.mtgtop8.com/event?e=26966&d=411122&f=MO,Fluorspar,828,816,34.95,338
Humans,http://www.mtgtop8.com/event?e=26976&d=411242&f=MO,Nicky Horel,794,785,34.95,317
Humans,http://www.mtgtop8.com/event?e=26973&d=411209&f=MO,Mizue Youta,745,800,34.95,313
Humans,http://www.mtgtop8.com/event?e=26824&d=408449&f=MO,Kawai Riku,707,756,34.95,268
Humans,http://www.mtgtop8.com/event?e=26713&d=406951&f=MO,Inada Keisuke,729,783,34.95,269
Merfolk,http://www.mtgtop8.com/event?e=27330&d=416576&f=MO,Nikachu,1024,1723,59.95,635
Humans,http://www.mtgtop8.com/event?e=26706&d=406856&f=MO,darklingseven,761,809,34.95,315
Azorius Humans,http://www.mtgtop8.com/event?e=27081&d=412896&f=MO,Ushinohama Takashi,389,511,9.95,151
Merfolk,http://www.mtgtop8.com/event?e=27233&d=414336&f=MO,Nikachu,1019,1717,59.95,635
Merfolk,http://www.mtgtop8.com/event?e=27152&d=413632&f=MO,Nicola Zeni,628,1378,59.95,509
Merfolk,http://www.mtgtop8.com/event?e=26840&d=409088&f=MO,MissTrigger,782,1492,59.95,518
Hatebear,http://www.mtgtop8.com/event?e=27192&d=413947&f=MO,Justin Austin,636,602,34.95,164
Merfolk,http://www.mtgtop8.com/event?e=27012&d=411676&f=MO,remf,782,1492,59.95,518
Hatebear,http://www.mtgtop8.com/event?e=26977&d=411252&f=MO,Parrit,575,592,34.95,180
Hatebear,http://www.mtgtop8.com/event?e=26765&d=407585&f=MO,Matsumura Hideaki,643,606,34.95,177
Merfolk,http://www.mtgtop8.com/event?e=27081&d=412872&f=MO,Akedo Akihiro,782,1492,59.95,518
Hatebear,http://www.mtgtop8.com/event?e=26659&d=406400&f=MO,Musaka Naozumi,478,531,9.95,124
Goblins,http://www.mtgtop8.com/event?e=27380&d=417151&f=MO,Tomita Shunsuke,1072,1150,34.95,281
Hatebear,http://www.mtgtop8.com/event?e=26717&d=406989&f=MO,ScreenwriterNY,478,534,34.95,198
Merfolk,http://www.mtgtop8.com/event?e=26965&d=411105&f=MO,flatnose,890,1633,59.95,582
Winotax,http://www.mtgtop8.com/event?e=27118&d=413298&f=MO,Thomas Ricci,432,802,59.95,420
Goblins,http://www.mtgtop8.com/event?e=27417&d=417640&f=MO,Nishimoto Kouhei,935,1095,34.95,283
Goblins,http://www.mtgtop8.com/event?e=26852&d=409266&f=MO,bozo2112,1104,1167,34.95,319
Goblins,http://www.mtgtop8.com/event?e=27152&d=413637&f=MO,Lorenzo Pensierini,801,913,34.95,226
Spirit Aggro,http://www.mtgtop8.com/event?e=27296&d=416185&f=MO,ragingpikey,673,733,34.95,351
Merfolk,http://www.mtgtop8.com/event?e=27309&d=416304&f=MO,Sawada Ryou,599,1351,34.95,398
Goblins,http://www.mtgtop8.com/event?e=26729&d=407151&f=MO,Yasui Masatoshi,978,1054,34.95,275
Goblins,http://www.mtgtop8.com/event?e=27352&d=416892&f=MO,Brugnoli Matteo,775,894,34.95,215
Goblins,http://www.mtgtop8.com/event?e=26675&d=406536&f=MO,umeboshijiisan,754,881,34.95,226
Bant Spirits,http://www.mtgtop8.com/event?e=27243&d=414443&f=MO,Nicolò Dell'amico,784,872,34.95,271
