Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder
UW Control,http://www.mtgtop8.com/event?e=26745&d=407373&f=PI,Arakawa Tomohiro,312,381,34.95,179
UW Control,http://www.mtgtop8.com/event?e=26905&d=409809&f=PI,Masontj,337,377,34.95,176
UW Control,http://www.mtgtop8.com/event?e=26937&d=410243&f=PI,Arakawa Tomohiro,327,378,34.95,186
Esper Yorion Control,http://www.mtgtop8.com/event?e=27179&d=413835&f=PI,duofanel,452,529,34.95,208
Esper Control,http://www.mtgtop8.com/event?e=27175&d=413814&f=PI,Scalli323,470,555,34.95,207
Esper Yorion Control,http://www.mtgtop8.com/event?e=27241&d=414407&f=PI,Harry13,472,560,34.95,195
Esper Yorion Control,http://www.mtgtop8.com/event?e=27054&d=412634&f=PI,dzedz_,448,526,34.95,194
Esper Yorion,http://www.mtgtop8.com/event?e=27153&d=413640&f=PI,Kaosbr,483,563,34.95,199
Esper Yorion Control,http://www.mtgtop8.com/event?e=27007&d=411612&f=PI,McWinSauce,459,540,34.95,204
Bant Control,http://www.mtgtop8.com/event?e=27139&d=413478&f=PI,Ishikawa Kousuke,416,454,34.95,218
Esper Yorion Control,http://www.mtgtop8.com/event?e=27043&d=412066&f=PI,marolanzi,464,544,34.95,213
Esper Yorion Control,http://www.mtgtop8.com/event?e=26845&d=409146&f=PI,billsive,460,541,34.95,205
Esper Control,http://www.mtgtop8.com/event?e=26813&d=408283&f=PI,Tada Misaki,463,571,34.95,230
Esper Yorion Control,http://www.mtgtop8.com/event?e=26651&d=406062&f=PI,EricSlashGreg,460,547,34.95,204
Bant Control,http://www.mtgtop8.com/event?e=27129&d=413373&f=PI,yutya,824,834,59.95,390
Izzet Control,http://www.mtgtop8.com/event?e=27195&d=413972&f=PI,Iida Naoki,172,202,9.95,79
Bant Control,http://www.mtgtop8.com/event?e=26701&d=406804&f=PI,hiyarako,691,743,59.95,410
Simic Ramp,http://www.mtgtop8.com/event?e=26894&d=409692&f=PI,Graciasportanto,643,680,34.95,248
UR Control,http://www.mtgtop8.com/event?e=27078&d=412856&f=PI,Iida Naoki,175,202,9.95,87
Devotion to Simic,http://www.mtgtop8.com/event?e=27078&d=412855&f=PI,Funayama Harunobu,877,908,34.95,280
Gates 5-color,http://www.mtgtop8.com/event?e=27446&d=417991&f=PI,Gnarr_gjenfodt,25,35,9.95,3
UB Control,http://www.mtgtop8.com/event?e=27259&d=414600&f=PI,Magicisfuntodo,275,376,9.95,97
Omnath,http://www.mtgtop8.com/event?e=27440&d=417918&f=PI,thugnificent32,723,706,59.95,451
UB Control,http://www.mtgtop8.com/event?e=27241&d=414403&f=PI,MrCafouillette,231,325,9.95,93
Grixis Midrange,http://www.mtgtop8.com/event?e=27153&d=413641&f=PI,Arizovisk,462,509,34.95,150
Simic Reclamation,http://www.mtgtop8.com/event?e=26894&d=409690&f=PI,FunkiMunki,354,397,34.95,192
Dimir Control,http://www.mtgtop8.com/event?e=27077&d=412850&f=PI,hodortimebaby,322,408,34.95,132
Winota,http://www.mtgtop8.com/event?e=27316&d=416406&f=PI,Takubo Masayuki,411,428,34.95,126
Simic Reclamation,http://www.mtgtop8.com/event?e=26790&d=407906&f=PI,aspiringspike,415,455,34.95,249
UB Control,http://www.mtgtop8.com/event?e=27054&d=412633&f=PI,SoulStrong,323,408,34.95,132
Jeskai Control,http://www.mtgtop8.com/event?e=26745&d=407377&f=PI,Masui Shuryuu,353,408,34.95,266
Winota,http://www.mtgtop8.com/event?e=27322&d=416466&f=PI,Kikkawa Yuya,410,424,34.95,142
Orzhov Yorion Control,http://www.mtgtop8.com/event?e=27139&d=413479&f=PI,Yamazaki Takefumi,223,283,9.95,69
Winota,http://www.mtgtop8.com/event?e=27310&d=416314&f=PI,Ikeda Takeshi,439,453,34.95,174
Winota,http://www.mtgtop8.com/event?e=26894&d=409691&f=PI,marolanzi,404,419,34.95,145
Winota,http://www.mtgtop8.com/event?e=26934&d=410211&f=PI,Nammersquats,391,408,34.95,137
Winota,http://www.mtgtop8.com/event?e=26937&d=410239&f=PI,Kageyama Koki,418,431,34.95,153
Winota,http://www.mtgtop8.com/event?e=26875&d=409509&f=PI,Uemura Akira,406,421,34.95,145
Winota,http://www.mtgtop8.com/event?e=26828&d=408501&f=PI,Matsumoto Shouta,413,446,34.95,129
Lotus Field,http://www.mtgtop8.com/event?e=27214&d=414125&f=PI,Tonouchi Keita,194,251,9.95,47
Winota,http://www.mtgtop8.com/event?e=26845&d=409156&f=PI,PieGonti,286,300,9.95,85
Lotus Field,http://www.mtgtop8.com/event?e=27440&d=417917&f=PI,Bryant_Cook,184,289,9.95,45
Winota,http://www.mtgtop8.com/event?e=26873&d=409493&f=PI,Uemura Akira,389,411,34.95,138
Winota,http://www.mtgtop8.com/event?e=26790&d=407905&f=PI,Amurica,398,413,34.95,146
Lotus Field,http://www.mtgtop8.com/event?e=27129&d=413368&f=PI,cws,292,401,34.95,117
Lotus Field,http://www.mtgtop8.com/event?e=27158&d=413683&f=PI,Heshiki Tatsuki,151,236,9.95,58
Lotus Field,http://www.mtgtop8.com/event?e=26740&d=407322&f=PI,Sunbird17,154,240,9.95,42
Lotus Field,http://www.mtgtop8.com/event?e=27175&d=413818&f=PI,BoltTheBirds,186,292,9.95,48
Lotus Field,http://www.mtgtop8.com/event?e=26745&d=407372&f=PI,Nakashima Ryou,189,284,9.95,47
Lotus Field,http://www.mtgtop8.com/event?e=26651&d=406067&f=PI,cws,185,273,9.95,56
Dimir Inverter,http://www.mtgtop8.com/event?e=26862&d=409376&f=PI,Niwa Keita,337,442,9.95,79
Dimir Inverter,http://www.mtgtop8.com/event?e=26725&d=407023&f=PI,yashimoro,337,596,9.95,77
Dimir Inverter,http://www.mtgtop8.com/event?e=26715&d=406963&f=PI,Sylvain Leucat,319,422,9.95,85
Dimir Inverter,http://www.mtgtop8.com/event?e=26701&d=406800&f=PI,Bearcestrialrecaller,319,423,9.95,85
Dimir Inverter,http://www.mtgtop8.com/event?e=26725&d=407024&f=PI,Kitchen_Finks,317,417,9.95,73
Dimir Inverter,http://www.mtgtop8.com/event?e=26651&d=406069&f=PI,Flaxh,319,424,9.95,85
Landless,http://www.mtgtop8.com/event?e=27440&d=417936&f=PI,bozokaboy,334,157,34.95,173
Winota,http://www.mtgtop8.com/event?e=26740&d=407314&f=PI,scalo94,384,416,34.95,108
Kethis Combo,http://www.mtgtop8.com/event?e=26740&d=407313&f=PI,TheKG,591,646,34.95,302
Indomitable Creativity,http://www.mtgtop8.com/event?e=27310&d=416316&f=PI,Kohagura Ryo,238,259,9.95,35
