Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder
Jund,http://www.mtgtop8.com/event?e=27075&d=412818&f=MO,Murai Tatsuya,1059,1413,59.95,554
Izzet Blitz,http://www.mtgtop8.com/event?e=26999&d=411503&f=MO,Kelvin Au,493,848,34.95,152
UR Aggro,http://www.mtgtop8.com/event?e=27247&d=414472&f=MO,Komikado Hayato,446,768,34.95,209
Ur Prowess,http://www.mtgtop8.com/event?e=27098&d=413072&f=MO,Davide Vignali,533,890,34.95,141
Ur Prowess,http://www.mtgtop8.com/event?e=27098&d=413069&f=MO,Nicola Zeni,507,850,34.95,131
Jund,http://www.mtgtop8.com/event?e=27135&d=413443&f=MO,Nogawa Yousuke,1276,1555,59.95,473
UR Aggro,http://www.mtgtop8.com/event?e=27012&d=411658&f=MO,excel0679,487,831,34.95,141
UR Aggro,http://www.mtgtop8.com/event?e=27147&d=413554&f=MO,rcazcueta,460,825,34.95,165
UR Aggro,http://www.mtgtop8.com/event?e=26966&d=411132&f=MO,kbzx,469,812,34.95,134
Ur Prowess,http://www.mtgtop8.com/event?e=27181&d=413847&f=MO,Skullhavoc,378,718,34.95,149
UR Aggro,http://www.mtgtop8.com/event?e=27352&d=416889&f=MO,Fregosi Lorenzo,404,788,34.95,219
UR Aggro,http://www.mtgtop8.com/event?e=27341&d=416782&f=MO,Tezuka Chisei,362,755,34.95,171
Izzet Blitz,http://www.mtgtop8.com/event?e=27404&d=417450&f=MO,Maximilian Schutter,566,907,34.95,240
UR Aggro,http://www.mtgtop8.com/event?e=27344&d=416802&f=MO,Nakamura Kouki,562,948,34.95,248
UR Aggro,http://www.mtgtop8.com/event?e=27344&d=416807&f=MO,Masuda Satoshi,529,849,34.95,185
Jund,http://www.mtgtop8.com/event?e=27081&d=412898&f=MO,Arai Hiroshi,1395,1705,59.95,571
Eldrazi Aggro,http://www.mtgtop8.com/event?e=27438&d=417901&f=MO,Hayakawa Youhei,677,594,34.95,162
Eldra Tron,http://www.mtgtop8.com/event?e=27344&d=416806&f=MO,Kobayashi Tatsuumi,597,589,34.95,306
Eldra Tron,http://www.mtgtop8.com/event?e=27364&d=417017&f=MO,Inoue Masanao,663,653,34.95,323
Rakdos Aggro,http://www.mtgtop8.com/event?e=27296&d=416187&f=MO,junior97,1042,1481,59.95,477
Bant Eldrazi,http://www.mtgtop8.com/event?e=27236&d=414356&f=MO,Hervé Brocker,520,898,34.95,128
Eldratron,http://www.mtgtop8.com/event?e=26926&d=410030&f=MO,Sablandriel,686,679,34.95,330
Eldra Tron,http://www.mtgtop8.com/event?e=26833&d=408545&f=MO,Miyagishi Kouki,642,655,34.95,306
Eldra Tron,http://www.mtgtop8.com/event?e=27017&d=411718&f=MO,Arimura Masanori,663,653,34.95,329
Eldratron,http://www.mtgtop8.com/event?e=27155&d=413649&f=MO,Cédric Roy,642,639,34.95,305
Eldra Tron,http://www.mtgtop8.com/event?e=26913&d=409912&f=MO,Mukai Takashi,666,657,34.95,319
Eldrazi Aggro,http://www.mtgtop8.com/event?e=27309&d=416302&f=MO,Ishikawa Kousuke,561,698,34.95,158
Eldra Tron,http://www.mtgtop8.com/event?e=27247&d=414469&f=MO,Kaneko Seiya,835,765,34.95,302
Rakdos Aggro,http://www.mtgtop8.com/event?e=27184&d=413876&f=MO,Dlihchtarw,1042,1482,59.95,477
Eldra Tron,http://www.mtgtop8.com/event?e=26861&d=409363&f=MO,Kawasaki Kyouhei,682,673,34.95,323
Eldra Tron,http://www.mtgtop8.com/event?e=26966&d=411123&f=MO,Snusnumrick,608,596,34.95,312
Eldra Tron,http://www.mtgtop8.com/event?e=26973&d=411208&f=MO,Taguma Kouki,618,616,34.95,310
Eldra Tron,http://www.mtgtop8.com/event?e=26824&d=408445&f=MO,Boku Takashi,670,657,34.95,326
Eldra Tron,http://www.mtgtop8.com/event?e=27160&d=413692&f=MO,Kobayashi Tatsuumi,597,589,34.95,306
Rakdos Aggro,http://www.mtgtop8.com/event?e=27233&d=414328&f=MO,mstuff63,542,930,34.95,270
Eldra Tron,http://www.mtgtop8.com/event?e=26874&d=409500&f=MO,Tamura Ryouhei,603,589,34.95,305
Rakdos Midrange,http://www.mtgtop8.com/event?e=27437&d=417898&f=MO,Dlihchtarw,1022,1460,59.95,478
Eldra Tron,http://www.mtgtop8.com/event?e=26874&d=409504&f=MO,Kikkawa Kento,586,584,34.95,301
Rakdos Aggro,http://www.mtgtop8.com/event?e=27387&d=417215&f=MO,Kobayashi Shigeyuki,522,906,34.95,279
Eldra Tron,http://www.mtgtop8.com/event?e=26931&d=410190&f=MO,Gen Takatoshi,668,658,34.95,326
Rakdos Aggro,http://www.mtgtop8.com/event?e=27161&d=413699&f=MO,Gerschi,488,875,34.95,223
Eldra Tron,http://www.mtgtop8.com/event?e=27198&d=414007&f=MO,Kobayashi Tatsuumi,597,589,34.95,306
Rakdos Aggro,http://www.mtgtop8.com/event?e=27161&d=413701&f=MO,Thrall90,641,1018,34.95,297
Rakdos Aggro,http://www.mtgtop8.com/event?e=27309&d=416303&f=MO,Yamamoto Daisuke,674,772,34.95,257
Rakdos Aggro,http://www.mtgtop8.com/event?e=27243&d=414442&f=MO,Filippo Simonini,488,880,34.95,279
Rakdos Aggro,http://www.mtgtop8.com/event?e=27152&d=413630&f=MO,Filippo Simonini,465,855,34.95,278
Rakdos Aggro,http://www.mtgtop8.com/event?e=27101&d=413099&f=MO,fede1,1042,1478,59.95,477
Rakdos Aggro,http://www.mtgtop8.com/event?e=27106&d=413195&f=MO,Gerschi,487,870,34.95,222
Rakdos Aggro,http://www.mtgtop8.com/event?e=27022&d=411739&f=MO,Volollo,505,887,34.95,231
Rakdos Aggro,http://www.mtgtop8.com/event?e=27098&d=413071&f=MO,Filippo Simonini,465,863,34.95,278
Rakdos Aggro,http://www.mtgtop8.com/event?e=26965&d=411102&f=MO,aplapp,487,882,34.95,245
Rakdos Aggro,http://www.mtgtop8.com/event?e=27021&d=411733&f=MO,karatedom,550,959,34.95,280
Rakdos Aggro,http://www.mtgtop8.com/event?e=27022&d=411744&f=MO,Theo_Jung,507,902,34.95,277
Rakdos Aggro,http://www.mtgtop8.com/event?e=26965&d=411104&f=MO,exoticherman,521,908,34.95,268
Gixis Death's Shadow,http://www.mtgtop8.com/event?e=27211&d=414102&f=MO,Thibaud Zemp,695,895,34.95,196
Rakdos Aggro,http://www.mtgtop8.com/event?e=26965&d=411106&f=MO,Rav104,556,953,34.95,230
Rakdos Midrange,http://www.mtgtop8.com/event?e=26977&d=411261&f=MO,Albyz,798,1196,59.95,397
Death's Shadow,http://www.mtgtop8.com/event?e=27437&d=417896&f=MO,jwaves,749,853,34.95,263
Death's Shadow,http://www.mtgtop8.com/event?e=27330&d=416573&f=MO,Skrown,608,819,34.95,190
Death's Shadow,http://www.mtgtop8.com/event?e=27242&d=414425&f=MO,eneges,862,1168,34.95,203
Death’s Shadow,http://www.mtgtop8.com/event?e=27118&d=413299&f=MO,Nicolas Roure,599,840,34.95,242
Death's Shadow,http://www.mtgtop8.com/event?e=27184&d=413879&f=MO,__BMJ__,943,1307,59.95,411
Humans,http://www.mtgtop8.com/event?e=27437&d=417895&f=MO,UnstableJoker,787,814,34.95,359
Jund Death's Shadow,http://www.mtgtop8.com/event?e=27101&d=413100&f=MO,B1gDan,942,1305,59.95,329
Grixis Shadow,http://www.mtgtop8.com/event?e=27404&d=417454&f=MO,Alexander Müller,714,1031,34.95,252
Death's Shadow,http://www.mtgtop8.com/event?e=26840&d=409094&f=MO,_Batutinha_,888,1058,59.95,348
Death's Shadow,http://www.mtgtop8.com/event?e=27353&d=416907&f=MO,hcook725,625,730,34.95,238
Death's Shadow,http://www.mtgtop8.com/event?e=26931&d=410189&f=MO,Oono Seita,846,1010,34.95,269
Death's Shadow,http://www.mtgtop8.com/event?e=26966&d=411119&f=MO,Phill_Hellmuth,704,979,34.95,252
Death's Shadow,http://www.mtgtop8.com/event?e=27410&d=417521&f=MO,slow_brz,622,729,34.95,234
Humans,http://www.mtgtop8.com/event?e=27410&d=417524&f=MO,oshea,739,789,34.95,309
Humans,http://www.mtgtop8.com/event?e=27410&d=417528&f=MO,Xwhale,842,867,34.95,367
Death's Shadow,http://www.mtgtop8.com/event?e=26965&d=411103&f=MO,Pennywisse,695,950,34.95,218
Death's Shadow,http://www.mtgtop8.com/event?e=27233&d=414320&f=MO,Darkiundsa,695,882,34.95,226
Death's Shadow,http://www.mtgtop8.com/event?e=27198&d=414005&f=MO,Eric Choo,721,972,34.95,228
Human,http://www.mtgtop8.com/event?e=27403&d=417441&f=MO,Arrias,797,819,34.95,359
Humans,http://www.mtgtop8.com/event?e=27330&d=416578&f=MO,kanister,736,788,34.95,307
Humans,http://www.mtgtop8.com/event?e=26976&d=411242&f=MO,Nicky Horel,795,785,34.95,328
Humans,http://www.mtgtop8.com/event?e=27204&d=414042&f=MO,Nakano Yuusuke,797,819,34.95,359
Humans,http://www.mtgtop8.com/event?e=26966&d=411122&f=MO,Fluorspar,793,816,34.95,349
Humans,http://www.mtgtop8.com/event?e=27352&d=416891&f=MO,Alemani Mauro,800,826,34.95,350
Humans,http://www.mtgtop8.com/event?e=27012&d=411662&f=MO,chicers,830,909,34.95,322
Humans,http://www.mtgtop8.com/event?e=26973&d=411209&f=MO,Mizue Youta,742,799,34.95,323
Humans,http://www.mtgtop8.com/event?e=27309&d=416312&f=MO,Inada Keisuke,693,763,34.95,280
Humans,http://www.mtgtop8.com/event?e=26713&d=406951&f=MO,Inada Keisuke,727,784,34.95,279
Humans,http://www.mtgtop8.com/event?e=26706&d=406856&f=MO,darklingseven,758,807,34.95,323
Merfolk,http://www.mtgtop8.com/event?e=27330&d=416576&f=MO,Nikachu,1021,1747,59.95,648
Humans,http://www.mtgtop8.com/event?e=26824&d=408449&f=MO,Kawai Riku,706,753,34.95,274
Merfolk,http://www.mtgtop8.com/event?e=27233&d=414336&f=MO,Nikachu,1017,1741,59.95,649
Merfolk,http://www.mtgtop8.com/event?e=27437&d=417894&f=MO,superaitch,243,1058,9.95,80
Azorius Humans,http://www.mtgtop8.com/event?e=27081&d=412896&f=MO,Ushinohama Takashi,368,513,9.95,155
Merfolk,http://www.mtgtop8.com/event?e=27309&d=416304&f=MO,Sawada Ryou,565,1372,59.95,410
Merfolk,http://www.mtgtop8.com/event?e=27012&d=411676&f=MO,remf,780,1516,59.95,533
Merfolk,http://www.mtgtop8.com/event?e=26840&d=409088&f=MO,MissTrigger,780,1516,59.95,533
Merfolk,http://www.mtgtop8.com/event?e=26965&d=411105&f=MO,flatnose,889,1657,59.95,596
Goblins,http://www.mtgtop8.com/event?e=27380&d=417151&f=MO,Tomita Shunsuke,1032,1153,34.95,284
Goblins,http://www.mtgtop8.com/event?e=27152&d=413637&f=MO,Lorenzo Pensierini,783,916,34.95,231
Merfolk,http://www.mtgtop8.com/event?e=27152&d=413632&f=MO,Nicola Zeni,596,1400,59.95,525
Goblins,http://www.mtgtop8.com/event?e=27417&d=417640&f=MO,Nishimoto Kouhei,919,1097,34.95,288
Goblins,http://www.mtgtop8.com/event?e=27352&d=416892&f=MO,Brugnoli Matteo,774,898,34.95,219
Goblins,http://www.mtgtop8.com/event?e=26852&d=409266&f=MO,bozo2112,1059,1170,34.95,324
Goblins,http://www.mtgtop8.com/event?e=26675&d=406536&f=MO,umeboshijiisan,746,882,34.95,230
Spirit Aggro,http://www.mtgtop8.com/event?e=27410&d=417516&f=MO,RearrangedAS,661,765,59.95,449
Goblins,http://www.mtgtop8.com/event?e=26729&d=407151&f=MO,Yasui Masatoshi,917,1055,34.95,280
Bant Spirit,http://www.mtgtop8.com/event?e=27437&d=417893&f=MO,DoctorQueller,876,996,59.95,447
Merfolk,http://www.mtgtop8.com/event?e=27081&d=412872&f=MO,Akedo Akihiro,780,1516,59.95,533
Spirit Aggro,http://www.mtgtop8.com/event?e=27296&d=416185&f=MO,ragingpikey,638,735,34.95,363
Hatebear,http://www.mtgtop8.com/event?e=26977&d=411252&f=MO,Parrit,562,593,34.95,183
Hatebear,http://www.mtgtop8.com/event?e=27437&d=417892&f=MO,lukystrike,493,563,34.95,181
Bant Spirits,http://www.mtgtop8.com/event?e=27243&d=414443&f=MO,Nicolò Dell'amico,751,873,34.95,277
Hatebear,http://www.mtgtop8.com/event?e=26765&d=407585&f=MO,Matsumura Hideaki,632,594,34.95,173
Hatebear,http://www.mtgtop8.com/event?e=27192&d=413947&f=MO,Justin Austin,623,601,34.95,162
Aura Hexproof,http://www.mtgtop8.com/event?e=27296&d=416191&f=MO,rastaf,379,480,34.95,163
Spirit Aggro,http://www.mtgtop8.com/event?e=26914&d=409926&f=MO,DoctorQueller,660,765,34.95,381
Hatebear,http://www.mtgtop8.com/event?e=26717&d=406989&f=MO,ScreenwriterNY,438,535,34.95,200
Bogles,http://www.mtgtop8.com/event?e=27181&d=413849&f=MO,"Valentin ""styx"" Neveux",364,466,34.95,117
Bant Spirits,http://www.mtgtop8.com/event?e=27098&d=413068&f=MO,Tommaso Altobel,677,830,34.95,340
Winotax,http://www.mtgtop8.com/event?e=27118&d=413298&f=MO,Thomas Ricci,499,804,59.95,407
Aura Hexproof,http://www.mtgtop8.com/event?e=26977&d=411251&f=MO,Proliferate,353,451,9.95,103
Aura Hexproof,http://www.mtgtop8.com/event?e=27364&d=417016&f=MO,Nakagawa Natsuki,405,543,34.95,256
Aura Hexproof,http://www.mtgtop8.com/event?e=26805&d=408080&f=MO,XxquestionablyawesomexX,364,455,34.95,148
Aura Hexproof,http://www.mtgtop8.com/event?e=26914&d=409929&f=MO,tnequipa,347,446,9.95,103
Devotion to White,http://www.mtgtop8.com/event?e=27330&d=416572&f=MO,Artem_Kuhtin,358,371,34.95,123
Weenie White,http://www.mtgtop8.com/event?e=27184&d=413880&f=MO,cccaspar,439,455,34.95,124
Weenie White,http://www.mtgtop8.com/event?e=27080&d=412871&f=MO,Kasagawa Yousuke,383,414,34.95,129
Weenie White,http://www.mtgtop8.com/event?e=27135&d=413448&f=MO,Kasagawa Yousuke,383,415,34.95,129
Boros Hammer,http://www.mtgtop8.com/event?e=27242&d=414427&f=MO,The_GingerBrute,500,509,34.95,147
Boros Aggro,http://www.mtgtop8.com/event?e=26756&d=407485&f=MO,Wite1,415,776,34.95,158
Rw Crack,http://www.mtgtop8.com/event?e=27243&d=414441&f=MO,Nicola Zeni,295,689,34.95,285
Boros Equipment,http://www.mtgtop8.com/event?e=27101&d=413101&f=MO,BaronOfBacon,447,464,34.95,142
Hardened Scales,http://www.mtgtop8.com/event?e=26913&d=409911&f=MO,Sakaemura Itsuki,306,345,9.95,73
Hardened Scales,http://www.mtgtop8.com/event?e=27417&d=417638&f=MO,Ikeda Takeshi,501,553,34.95,209
Hardened Scales,http://www.mtgtop8.com/event?e=27364&d=417014&f=MO,Sakaemura Itsuki,308,353,9.95,78
Boros Aggro,http://www.mtgtop8.com/event?e=27198&d=414002&f=MO,Ueda Ryo,426,752,34.95,194
5c Elemental Value,http://www.mtgtop8.com/event?e=27387&d=417218&f=MO,Inagawa Hiroshi,647,734,34.95,254
Orzhov Midrange,http://www.mtgtop8.com/event?e=26914&d=409922&f=MO,EddDeedoo,952,1047,34.95,140
5c Elemental Value,http://www.mtgtop8.com/event?e=26706&d=406857&f=MO,Tarrasque1,636,665,34.95,263
Orzhov Midrange,http://www.mtgtop8.com/event?e=27242&d=414424&f=MO,victorseiya,952,1047,34.95,138
5c Elemental Value,http://www.mtgtop8.com/event?e=27160&d=413695&f=MO,Inagawa Hiroshi,659,793,34.95,248
Weenie White,http://www.mtgtop8.com/event?e=27081&d=412887&f=MO,Kasagawa Yousuke,373,401,34.95,119
Hardened Scales,http://www.mtgtop8.com/event?e=27309&d=416311&f=MO,Sakaemura Itsuki,317,356,9.95,75
White Winnie,http://www.mtgtop8.com/event?e=27152&d=413634&f=MO,Gabriele Costa,374,442,34.95,206
Life,http://www.mtgtop8.com/event?e=26914&d=409928&f=MO,bobthedog,535,550,34.95,232
Orzhov Midrange,http://www.mtgtop8.com/event?e=27081&d=412889&f=MO,Fujii Shinichi,1091,1153,34.95,238
Bant Aggro Rashmi,http://www.mtgtop8.com/event?e=27012&d=411657&f=MO,bbotonline,1096,1480,59.95,641
Slivers,http://www.mtgtop8.com/event?e=27012&d=411661&f=MO,Seeker__of_the_Wei,876,868,34.95,303
Izzet Arclight,http://www.mtgtop8.com/event?e=26913&d=409906&f=MO,Sano Tsukasa,608,1018,34.95,304
Bant Midrange,http://www.mtgtop8.com/event?e=27022&d=411742&f=MO,Gigglesworth,925,1147,59.95,650
Gruul Aggro,http://www.mtgtop8.com/event?e=26861&d=409367&f=MO,Tanahashi Hayato,966,1435,59.95,536
Zoo,http://www.mtgtop8.com/event?e=27403&d=417440&f=MO,Dark Saltor,569,997,34.95,159
Bant Midrange,http://www.mtgtop8.com/event?e=26729&d=407152&f=MO,Yuge Tatsurou,1164,1861,59.95,469
Martyr Life,http://www.mtgtop8.com/event?e=27081&d=412892&f=MO,Vagnemark Karl,144,223,9.95,41
The Rock,http://www.mtgtop8.com/event?e=26965&d=411107&f=MO,edward40hands,1055,1125,34.95,282
Monow Token,http://www.mtgtop8.com/event?e=27181&d=413850&f=MO,Jirouette,187,224,34.95,116
Hollow One,http://www.mtgtop8.com/event?e=27181&d=413852&f=MO,Pacmensch,584,1011,34.95,243
Selesnya Value,http://www.mtgtop8.com/event?e=27184&d=413877&f=MO,Fulgence,579,1747,34.95,155
Other,http://www.mtgtop8.com/event?e=27233&d=414331&f=MO,Rav104,485,846,34.95,140
Heliod Company,http://www.mtgtop8.com/event?e=27337&d=416714&f=MO,Thomas Salerio,494,618,34.95,214
Other,http://www.mtgtop8.com/event?e=27233&d=414319&f=MO,Erik157751,520,594,34.95,108
Utopia Gruul,http://www.mtgtop8.com/event?e=27384&d=417194&f=MO,Trevor Dewald,689,1096,59.95,373
Golgari Soulflayer,http://www.mtgtop8.com/event?e=26840&d=409091&f=MO,yuseimax,682,790,34.95,163
Utopia Gruul,http://www.mtgtop8.com/event?e=27410&d=417517&f=MO,Phill_Hellmuth,843,1225,59.95,463
Gruul Utopia,http://www.mtgtop8.com/event?e=27344&d=416808&f=MO,Osamoto Yuuki,667,1098,59.95,462
Azorius Aggro,http://www.mtgtop8.com/event?e=26964&d=411090&f=MO,Ishigami Nobuhide,617,696,34.95,325
Utopia Gruul,http://www.mtgtop8.com/event?e=27421&d=417718&f=MO,Trevor Dewald,689,1100,59.95,373
Sultai Ninjas,http://www.mtgtop8.com/event?e=27235&d=414343&f=MO,Pat,905,910,59.95,390
Other,http://www.mtgtop8.com/event?e=27233&d=414332&f=MO,Yanti,681,1124,59.95,476
Utopia Gruul,http://www.mtgtop8.com/event?e=27410&d=417527&f=MO,SebastianStueckl,837,1511,59.95,374
Gruul Utopia,http://www.mtgtop8.com/event?e=27417&d=417637&f=MO,Etou Masahiro,636,1061,59.95,398
Gruul Utopia,http://www.mtgtop8.com/event?e=27318&d=416419&f=MO,Maeda Tatuya,550,974,34.95,371
Gruul Utopia,http://www.mtgtop8.com/event?e=27387&d=417217&f=MO,Junno Ryuuichi,594,1012,59.95,387
Ponza,http://www.mtgtop8.com/event?e=27211&d=414104&f=MO,Fabio Baruffa,242,832,9.95,82
Gargaroth´s Utopia,http://www.mtgtop8.com/event?e=27300&d=416220&f=MO,Pierre Almaraz,633,1029,59.95,252
Gruul Utopia,http://www.mtgtop8.com/event?e=27364&d=417015&f=MO,Handou Shinnosuke,838,1217,59.95,471
Gargaroth Utopia,http://www.mtgtop8.com/event?e=27199&d=414009&f=MO,Pierre Almaraz,616,1011,59.95,248
Utopia Gruul,http://www.mtgtop8.com/event?e=27161&d=413697&f=MO,kaikalbuquerque,562,994,34.95,318
Gruul Utopia,http://www.mtgtop8.com/event?e=27233&d=414324&f=MO,komattaman,707,1139,59.95,484
Gruul Pillage,http://www.mtgtop8.com/event?e=27216&d=414130&f=MO,Julien « Night » Caillaux,566,1509,34.95,248
Utopia Gruul,http://www.mtgtop8.com/event?e=27212&d=414107&f=MO,Takeuchi Ryouta,781,1183,59.95,388
Gruul Utopia,http://www.mtgtop8.com/event?e=27152&d=413636&f=MO,Lorenzo Nicoli,539,1003,59.95,378
Gruul Utopia,http://www.mtgtop8.com/event?e=27198&d=414000&f=MO,Toumayan Nicolas,648,1072,59.95,434
Utopia Gruul,http://www.mtgtop8.com/event?e=27101&d=413098&f=MO,Bordas99,583,1017,34.95,336
Gruul Utopia Gargarothless,http://www.mtgtop8.com/event?e=27118&d=413301&f=MO,Jérémy Finel,533,982,59.95,433
UrzaTron,http://www.mtgtop8.com/event?e=27212&d=414105&f=MO,Tada Misaki,284,341,34.95,176
UrzaTron,http://www.mtgtop8.com/event?e=27410&d=417525&f=MO,bmwracer0,780,760,34.95,232
UrzaTron,http://www.mtgtop8.com/event?e=27410&d=417519&f=MO,mathguy31415,731,702,34.95,244
UrzaTron,http://www.mtgtop8.com/event?e=27242&d=414437&f=MO,Delpoctrol,708,700,34.95,231
UrzaTron,http://www.mtgtop8.com/event?e=27380&d=417152&f=MO,Nishimura Yuuta,503,633,34.95,244
UrzaTron,http://www.mtgtop8.com/event?e=27106&d=413193&f=MO,BERNASTORRES,711,703,34.95,228
UrzaTron,http://www.mtgtop8.com/event?e=27212&d=414106&f=MO,Nakamura Yuusuke,709,704,34.95,231
UrzaTron,http://www.mtgtop8.com/event?e=27341&d=416786&f=MO,Morita Masayuki,658,641,9.95,81
UrzaTron,http://www.mtgtop8.com/event?e=27161&d=413702&f=MO,Beenew,711,704,34.95,228
UrzaTron,http://www.mtgtop8.com/event?e=27075&d=412820&f=MO,Takamori Yuuya,706,735,34.95,169
UrzaTron,http://www.mtgtop8.com/event?e=27056&d=412662&f=MO,otakkun,666,640,34.95,243
UrzaTron,http://www.mtgtop8.com/event?e=26965&d=411100&f=MO,gazmon48,711,702,34.95,228
UrzaTron,http://www.mtgtop8.com/event?e=26966&d=411124&f=MO,Trellon,592,675,34.95,266
UrzaTron,http://www.mtgtop8.com/event?e=27184&d=413878&f=MO,raven0904,534,598,34.95,110
Bant Control,http://www.mtgtop8.com/event?e=27212&d=414110&f=MO,Suzuki Kazuhiro,1230,1328,59.95,721
UrzaTron,http://www.mtgtop8.com/event?e=27212&d=414109&f=MO,Kawakami Hiroshi,709,704,34.95,231
Tron,http://www.mtgtop8.com/event?e=27236&d=414355&f=MO,Arnaud Laperrouze,636,626,34.95,98
UrzaTron,http://www.mtgtop8.com/event?e=27309&d=416309&f=MO,Joseph Brianne Bacleon,586,670,34.95,326
UrzaTron,http://www.mtgtop8.com/event?e=27198&d=413999&f=MO,Takano Masato,751,730,34.95,253
UrzaTron,http://www.mtgtop8.com/event?e=27309&d=416310&f=MO,Bise Shouta,699,695,34.95,229
